Index,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
1413,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,50,Every three months,Female
1414,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,26,Once a month,Male
1415,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,55,Once a year,Male
1416,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,57,Every three months,Male
1417,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,20,Once a month,Female
1418,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,46,Once a month,Female
1419,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,62,Never,Female
1420,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,59,Every three months,Female
1421,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,53,Once a month,Female
1422,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,57,Every three months,Female
1423,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,59,Every three months,Female
1424,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,41,Once a month,Male
1425,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,36,Once a month,Male
1426,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,57,Once a month,Male
1427,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,33,Once a month,Female
1428,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,3,38,Once a month,Female
1429,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,37,Every three months,Male
1430,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,4,25,More than once a week,Male
1431,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,42,Once a week,Male
1432,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,55,Every three months,Female
1433,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,21,Once a week,Male
1434,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male
1435,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,41,Once a week,Male
1436,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,25,Never,Male
1437,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,24,Once a month,Male
1438,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,61,Every three months,Female
1439,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,27,Once a month,Female
1440,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,61,Once a month,Male
1441,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,55,Once a month,Female
1442,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,29,Once a week,Male
1443,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,4,31,Once a month,Male
1444,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,50,Once a year,Female
1445,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,55,Never,Male
1446,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,18,Once a month,Female
1447,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,52,Every three months,Female
1448,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,43,Once a month,Male
1449,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,47,Once a year,Male
1450,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,2,36,Once a week,Female
1451,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,52,Once a month,Female
1452,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,41,Every three months,Male
1453,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,30,Every three months,Male
